Model,Price,Brand,Mileage,Year,Fuel
Civic   Oriel 1.8 i-VTEC CVT,560000,Honda,48259,2018,Petrol
Alsvin   1.5L DCT Lumiere,42750000,Changan,18806,2022,Petrol
Civic   Oriel 1.8 i-VTEC CVT,550000,Honda,24584,2017,Petrol
Cultus   EURO II,120000,Suzuki,65144,2013,Petrol
Aqua   S,5580000,Toyota,86647,2018,Hybrid
Corolla   2.0D,1930000,Toyota,250000,2007,Diesel
Hijet   Cruise,1850000,Daihatsu,122614,2014,Petrol
Corolla   GLi Automatic 1.3 VVTi,520000,Toyota,69106,2019,Petrol
City 5th Generation  1.5 i-VTEC,33750000,Honda,116662,2017,Petrol
Wagon R   VXL,3050000,Suzuki,4526,2022,Petrol
Pearl   AT,180000,Prince,1483,2022,Petrol
EK X   Sports,3950000,Mitsubishi,11366,2019,Petrol
Bolan   VX Euro II,11750000,Suzuki,11307,2017,Petrol
Dayz   Highway star G,220000,Nissan,95047,2014,Petrol
Tank,350000,Toyota,19190,2019,Petrol
Sorento   2.4 FWD,10300000,KIA,5639,2022,Petrol
Wagon R   VXR,3250000,Suzuki,121,2023,Petrol
Yaris   ATIV X CVT 1.5,4350000,Toyota,53387,2020,Petrol
Corolla   Altis Grande CVT-i 1.8,44950000,Toyota,70000,2016,Petrol
Aqua   G,510000,Toyota,30737,2019,Hybrid
N Box   G - Turbo L Package,270000,Honda,40191,2016,Petrol
Wagon R   VXL,220000,Suzuki,135722,2019,Petrol
Bolan   VX Euro II,15250000,Suzuki,34536,2019,Petrol
Wingroad   Axis 1.5,190000,Nissan,149094,2007,Petrol
A3   1.2 TFSI,620000,Audi,138376,2017,Petrol
Corolla   Altis Automatic 1.6,540000,Toyota,54296,2020,Petrol
Civic   Oriel 1.8 i-VTEC CVT,5650000,Honda,73726,2018,Petrol
N One   Premium,230000,Honda,129966,2014,Petrol
Carol   GL,230000,Mazda,146749,2016,Petrol
Mira   TL 4WD,1490000,Daihatsu,102605,2008,Petrol
Corolla   Altis X Automatic 1.6,570000,Toyota,31500,2021,Petrol
Corolla   GLi 1.3 VVTi,260000,Toyota,189000,2011,Petrol
Swift   GLX CVT,4550000,Suzuki,3171,2022,Petrol
Pearl   MT,1550000,Prince,8545,2022,Petrol
Pearl   MT,12850000,Prince,19929,2021,Petrol
Sportage   AWD,740000,KIA,32467,2020,Petrol
Hilux   Revo V Automatic 2.8,11500000,Toyota,19993,2019,Diesel
Vitz   F M Package 1.0,35950000,Toyota,88399,2017,Petrol
Corolla   GLi Automatic 1.3 VVTi,3650000,Toyota,61535,2017,Petrol
Mehran   VXR (CNG),6750000,Suzuki,53700,2008,Petrol
Vitz,270000,Toyota,90000,2016,Petrol
Alto   VXL AGS,2650000,Suzuki,75564,2019,Petrol
Swift,170000,Suzuki,188313,2014,Petrol
Corolla   Altis X Automatic 1.6 Special Edition,6350000,Toyota,21023,2022,Petrol
Cultus   VXR,230000,Suzuki,132671,2018,Petrol
Mehran   VX Euro II,90000,Suzuki,31928,2013,Petrol
Mehran   VXR (CNG),80000,Suzuki,40475,2012,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,340000,Honda,115813,2013,Petrol
Prado   TX 2.7,13500000,Toyota,127688,2011,Petrol
Alto   VXR,920000,Suzuki,126191,2011,Petrol
Hilux   Invincible,680000,Toyota,49913,2011,Diesel
Vitz   F 1.0,2050000,Toyota,85884,2011,Petrol
Hijet   Deluxe,140000,Daihatsu,226321,2011,Petrol
Bolan   VX (CNG),7750000,Suzuki,1472,2010,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,2250000,Honda,115670,2010,Petrol
Vitz   F 1.0,2050000,Toyota,91051,2010,Petrol
Mehran   VX,80000,Suzuki,11905,2010,Petrol
Corolla   GLi 1.3 VVTi,3150000,Toyota,105000,2016,Petrol
Vitz,2050000,Toyota,64083,2010,Petrol
Bolan   VX,90000,Suzuki,1879,2009,Petrol
Alto   G,1750000,Suzuki,155722,2009,Petrol
Alto   VXR (CNG),90000,Suzuki,73087,2009,Petrol
Corolla   Altis Grande CVT-i 1.8,550000,Toyota,45093,2018,Petrol
Mehran   VX,60000,Suzuki,83136,2009,Petrol
Cultus   VXRi,70000,Suzuki,45900,2008,Petrol
Benz C Class   C180,450000,Mercedes,97346,2008,Petrol
Civic Reborn  VTi Prosmatec 1.8 i-VTEC,1980000,Honda,129508,2008,Petrol
Alto   VXR,750000,Suzuki,143870,2008,Petrol
Hilux   D-4D Automatic,690000,Toyota,191000,2008,Diesel
Bolan   VX,6950000,Suzuki,100000,2011,Petrol
Dayz   Highway star X,2230000,Nissan,80300,2018,Petrol
Civic Reborn  VTi Oriel 1.8 i-VTEC,1850000,Honda,20000,2007,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,510000,Honda,45000,2016,Petrol
Note   e-Power Nismo,4850000,Nissan,49000,2018,Hybrid
Corolla 9th Generation  XLi,850000,Toyota,90000,2006,Petrol
Corolla 9th Generation  2.0D Saloon,850000,Toyota,190000,2006,Petrol
City 6th Generation  1.2L CVT,490000,Honda,5000,2022,Petrol
Sportage   Alpha,6650000,KIA,16500,2022,Petrol
Mehran   VXR Euro II,11350000,Suzuki,31000,2015,Petrol
Corolla   Altis Automatic 1.6,320000,Toyota,165000,2014,Petrol
Wagon R   Stingray X,2650000,Suzuki,154000,2015,Petrol
N Wgn   Custom G,24750000,Honda,103275,2014,Petrol
Vitz   F 1.0,1450000,Toyota,100000,2003,Petrol
Corolla   GLi 1.3 VVTi,250000,Toyota,185000,2011,Petrol
Vitz   F 1.0,290000,Toyota,95000,2017,Petrol
Cultus   VXL,410000,Suzuki,10700,2023,Petrol
Civic   VTi Prosmatec 1.8 i-VTEC,3250000,Honda,13,2015,Petrol
Prius   G Touring Selection Leather Package 1.8,43350000,Toyota,102500,2014,Hybrid
Vitara   GLX 1.6,620000,Suzuki,63000,2017,Petrol
Corolla   Altis Grande CVT-i 1.8,41950000,Toyota,107500,2016,Petrol
Mehran   VXR Euro II,820000,Suzuki,24192,2012,Petrol
Prius   S 1.8,420000,Toyota,137374,2012,Petrol
Corolla   Altis Grande CVT-i 1.8,51490000,Toyota,70000,2018,Petrol
Cultus   EURO II,1150000,Suzuki,26892,2012,Petrol
Dayz,20250000,Nissan,88232,2015,Petrol
Cultus   EURO II,1150000,Suzuki,57985,2012,Petrol
Prius,3650000,Toyota,158996,2011,Hybrid
Vitz   F 1.0,200000,Toyota,137589,2007,Petrol
Bolan   VX,270000,Suzuki,3000,1992,Petrol
City 6th Generation  1.5L ASPIRE CVT,4750000,Honda,22896,2021,Petrol
Lancer   GLX SR Automatic 1.6,150000,Mitsubishi,216787,2007,Petrol
Cuore   CX Eco,70000,Daihatsu,201250,2007,Petrol
City   VTEC Steermatic,170000,Honda,91576,2006,Petrol
Swift,190000,Suzuki,112119,2007,Petrol
Santro   Club GV,9750000,Hyundai,115623,2006,Petrol
Accord   CL9,2130000,Honda,144153,2006,Petrol
City 5th Generation  Aspire Prosmatec 1.5 i-VTEC,4150000,Honda,33664,2019,Petrol
Alto   VXR,780000,Suzuki,192874,2006,Petrol
Cultus   VXR,650000,Suzuki,5129,2006,Petrol
Cultus   VXR,770000,Suzuki,65934,2006,Petrol
Sunny   EX Saloon 1.3,12350000,Nissan,294950,2006,Petrol
Vitara   XL 7,2150000,Suzuki,240563,2006,Petrol
Civic Reborn  VTi Prosmatec 1.8 i-VTEC,16250000,Honda,303126,2006,Petrol
Alto   VXR,650000,Suzuki,112511,2006,Petrol
Accord   VTi 2.4,260000,Honda,138723,2005,Petrol
Accord   CL9,1950000,Honda,146485,2004,Petrol
Mehran   VXR,40000,Suzuki,35596,2004,Petrol
Mark II   Grande 2.0,25750000,Toyota,188977,2003,Petrol
Wagon R   Hybrid FX,310000,Suzuki,67126,2018,Hybrid
Corolla   GLi 1.3 VVTi,4050000,Toyota,178000,2016,Petrol
Cultus   VXR,250000,Suzuki,33032,2019,Petrol
City 5th Generation  1.3 i-VTEC,330000,Honda,107977,2018,Petrol
City 5th Generation  Aspire 1.5 i-VTEC,340000,Honda,43139,2017,Petrol
Cultus   Limited Edition,1450000,Suzuki,17178,2016,Petrol
Saga   1.3L Standard M/T,2550000,Proton,13168,2021,Petrol
Cultus   Auto Gear Shift,3250000,Suzuki,48000,2019,Petrol
Picanto   1.0 AT,2850000,KIA,29089,2020,Petrol
Swift   DLX Automatic 1.3,2550000,Suzuki,90976,2016,Petrol
Raize,6750000,Toyota,16132,2020,Petrol
Roomy,410000,Toyota,56000,2020,Petrol
Alto   VXR,1060000,Suzuki,300000,2012,Petrol
City 6th Generation  1.5L ASPIRE CVT,5490000,Honda,10654,2022,Petrol
Cultus   VXRi,80000,Suzuki,99114,2007,Petrol
Swift   GL CVT,4250000,Suzuki,5328,2022,Petrol
Civic   Oriel 1.8 i-VTEC CVT,690000,Honda,19131,2021,Petrol
Corolla,950000,Toyota,187006,2000,Petrol
Cultus   VXR,5750000,Suzuki,51173,2001,Petrol
Prado 120 Series  TZ G 3.4,800000,Toyota,160064,2003,Petrol
Corolla 9th Generation  SE Saloon Automatic,180000,Toyota,120169,2003,Petrol
Flair   XG,19150000,Mazda,80200,2017,Hybrid
Benz S Class,4750000,Mercedes,1,2003,Petrol
City 6th Generation  1.5L ASPIRE CVT,5550000,Honda,6812,2022,Petrol
Prado 120 Series  TZ 3.4,730000,Toyota,162053,2003,Petrol
Zest   Sports G Turbo,19850000,Honda,80000,2011,Petrol
Civic Eagle Eye  VTi Oriel Prosmatec 1.6,1350000,Honda,127052,2004,Petrol
Cultus   VXR,210000,Suzuki,187000,2018,Petrol
Elantra   GLS,6250000,Hyundai,28,2022,Petrol
BR-V   i-VTEC S,420000,Honda,51067,2017,Petrol
B B,180000,Toyota,117077,2007,Petrol
Prius   S LED Edition 1.8,470000,Toyota,256568,2014,Petrol
Civic   Oriel 1.8 i-VTEC CVT,510000,Honda,55000,2017,Petrol
Bolan,770000,Suzuki,10000,2014,Petrol
Civic   Oriel 1.8 i-VTEC CVT,540000,Honda,70848,2017,Petrol
Civic   Oriel 1.8 i-VTEC CVT,530000,Honda,108500,2016,Petrol
Civic   Oriel 1.8 i-VTEC CVT,530000,Honda,79000,2017,Petrol
Optra   1.6 Automatic,13650000,Chevrolet,150000,2005,Petrol
Cultus   EURO II,1280000,Suzuki,3933,2012,Petrol
Alto   VXR,23850000,Suzuki,41000,2021,Petrol
Vitz,1920000,Toyota,145000,2007,Petrol
Vitz   F 1.0,2650000,Toyota,133000,2013,Petrol
Corolla   Altis X Automatic 1.6,5650000,Toyota,27795,2021,Petrol
Corolla   GLi 1.3,1870000,Toyota,20000,2007,Petrol
Vitz   F 1.0,4550000,Toyota,25000,2020,Petrol
City   1.5L ASPIRE CVT,5190000,Honda,19000,2022,Petrol
Corolla   Altis Cruisetronic 1.8,25750000,Toyota,146000,2009,Petrol
Corolla   GLi 1.3 VVTi,3750000,Toyota,130000,2016,Petrol
Mehran   VX,70000,Suzuki,120000,2004,Petrol
Alto   VXL AGS,2630000,Suzuki,48000,2021,Petrol
Vitz   F M Package 1.0,370000,Toyota,72000,2017,Petrol
Alto   ECO-L,250000,Suzuki,103000,2013,Petrol
Mehran   VXR Euro II,1250000,Suzuki,55000,2017,Petrol
Corolla   GLi Automatic 1.3 VVTi,370000,Toyota,90000,2016,Petrol
Swift   DLX Automatic 1.3,2470000,Suzuki,82000,2016,Petrol
Swift   GLX CVT,4750000,Suzuki,18000,2022,Petrol
Swift   DLX 1.3,17250000,Suzuki,130500,2012,Petrol
Mehran   VX Euro II,13650000,Suzuki,65000,2017,Petrol
Hilux   Revo V Automatic 2.8,12500000,Toyota,12000,2021,Diesel
Corolla   GLi Automatic 1.3 VVTi,430000,Toyota,52000,2018,Petrol
Wagon R   VXL,16750000,Suzuki,116202,2014,Petrol
Vitz   RS 1.3,330000,Toyota,42386,2010,Petrol
Corolla   GLi 1.3 VVTi,320000,Toyota,100000,2012,Petrol
Corolla   GLi 1.3 VVTi,3230000,Toyota,118000,2016,Petrol
City   EXi S,990000,Honda,90000,2003,Petrol
Cast   Style G SA III,3850000,Daihatsu,17000,2020,Petrol
Corolla   GLi Automatic 1.3 VVTi,41450000,Toyota,52000,2018,Petrol
Prado 120 Series  TZ 3.4,1100000,Toyota,111050,2004,Petrol
Wagon R   VXL,2450000,Suzuki,67900,2019,Petrol
Corolla   GLi 1.3 VVTi,37250000,Toyota,79700,2015,Petrol
Cultus   VXL,24750000,Suzuki,34500,2021,Petrol
Alto,560000,Suzuki,45870,2004,Petrol
Santro   Club,130000,Hyundai,112000,2006,Petrol
Santro   Club,1080000,Hyundai,292000,2007,Petrol
BR-V   i-VTEC MT,380000,Honda,100000,2019,Petrol
Picanto   1.0 AT,3350000,KIA,14000,2022,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,440000,Honda,84321,2016,Petrol
Sportage   AWD,730000,KIA,70000,2020,Petrol
Santro   Club GV,920000,Hyundai,100000,2007,Petrol
Passo,26750000,Toyota,69000,2013,Petrol
City   i-DSI,1650000,Honda,235000,2005,Petrol
Corolla   GLi 1.3 VVTi,4850000,Toyota,20000,2019,Petrol
Vitz   F 1.0,340000,Toyota,77000,2016,Petrol
Alto   VX,2290000,Suzuki,12110,2021,Petrol
Civic   Oriel 1.8 i-VTEC CVT,4480000,Honda,94500,2018,Petrol
Civic Rebirth  VTi Oriel 1.8 i-VTEC,2450000,Honda,200000,2012,Petrol
Vitz,280000,Toyota,107200,2013,Petrol
Every   Join Turbo,1190000,Suzuki,99950,2010,Petrol
Bolan   VX Euro II,180000,Suzuki,9500,2021,Petrol
Mehran   VXR (CNG),290000,Suzuki,100000,1990,CNG
Alto   VX,230000,Suzuki,50000,2022,Petrol
Sonata   2.0,9750000,Hyundai,22500,2022,Petrol
Corolla   Altis Automatic 1.6,380000,Toyota,98000,2015,Petrol
Sonata   2.5,12100000,Hyundai,8909,2023,Petrol
Surf   SSR-G 2.7,4050000,Toyota,180000,1998,Petrol
Mehran   VX,910000,Suzuki,97000,2012,Petrol
Civic 11th Generation  Oriel,8350000,Honda,1,2023,Petrol
Hilux   Revo V Automatic 2.8,12500000,Toyota,29300,2021,Diesel
Roox,300000,Nissan,17000,2019,Petrol
City 5th Generation  Aspire Prosmatec 1.5 i-VTEC,4050000,Honda,52876,2019,Petrol
Raize   Z,550000,Toyota,23876,2020,Petrol
Corolla   GLi Automatic 1.3 VVTi,5150000,Toyota,37541,2020,Petrol
Wagon R   AGS,3450000,Suzuki,14000,2021,Petrol
Vezel   Hybrid X L Package,4370000,Honda,259000,2014,Hybrid
Bolan   Cargo Van Euro ll,140000,Suzuki,97579,2017,Petrol
N Box,330000,Honda,31000,2020,Petrol
N Wgn   G,340000,Honda,19000,2020,Petrol
Wagon R   Hybrid FX,29950000,Suzuki,45000,2017,Hybrid
Mira   ES,220000,Daihatsu,200000,2012,Petrol
Mehran   VXR Euro II,1590000,Suzuki,30950,2019,Petrol
Alto   VXL AGS,30250000,Suzuki,9500,2022,Petrol
Alto   VX,19650000,Suzuki,47000,2019,Petrol
Passo   Plus Hana C,2850000,Toyota,70000,2013,Petrol
Premio   X 1.8,370000,Toyota,200000,2007,Petrol
Bolan   VX Euro II,220000,Suzuki,2500,2023,Petrol
City   i-DSI,1450000,Honda,225000,2004,Petrol
Mehran   VX Euro II,120000,Suzuki,50000,2018,Petrol
Alto   VXL AGS,25750000,Suzuki,49000,2020,Petrol
Fortuner   2.7 VVTi,7350000,Toyota,68000,2014,Petrol
Corolla   Altis Grande CVT-i 1.8,520000,Toyota,101000,2018,Petrol
Civic,70000,Honda,11900,1995,CNG
City 5th Generation  1.3 i-VTEC,2680000,Honda,100000,2014,Petrol
Hilux   Tiger,2830000,Toyota,175000,2002,Diesel
Mehran   VXR Euro II,970000,Suzuki,80000,2014,Petrol
Swift   DX 1.3,21750000,Suzuki,69724,2014,Petrol
Alto   VXR,23750000,Suzuki,28900,2022,Petrol
Corolla Indus  GLi 1.6,1950000,Toyota,270034,1999,Petrol
Corolla   Altis X Automatic 1.6,5680000,Toyota,45000,2021,Petrol
Cultus   EURO II,1550000,Suzuki,48000,2014,Petrol
Belta   G 1.3,210000,Toyota,171000,2006,Petrol
Pearl   MT,1550000,Prince,20000,2022,Petrol
Wagon R   VXR,1590000,Suzuki,150000,2016,Petrol
Prius   S 1.5,2560000,Toyota,236924,2008,Petrol
Corolla   GLi Automatic 1.3 VVTi,440000,Toyota,67374,2018,Petrol
Corolla   Altis X Automatic 1.6,55250000,Toyota,44000,2021,Petrol
Yaris   GLI MT 1.3,39550000,Toyota,1616,2022,Petrol
Corolla   Altis Grande CVT-i 1.8,630000,Toyota,29739,2020,Petrol
Corolla   Altis Grande CVT-i 1.8,660000,Toyota,5095,2019,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,760000,Toyota,15581,2022,Petrol
Corolla 9th Generation  GLi 1.3,14950000,Toyota,311000,2005,Petrol
Alto   VXL AGS,280000,Suzuki,1786,2021,Petrol
Prado 120 Series  TX Limited 2.7,710000,Toyota,105623,2006,Petrol
Corolla Axio   Hybrid 1.5,5150000,Toyota,100843,2017,Petrol
Alto,3950000,Suzuki,5687,2020,Petrol
Esse   D Selection,15750000,Daihatsu,68000,2010,Petrol
Mehran   VXR,650000,Suzuki,253233,2003,Petrol
Vitara   XL 7,240000,Suzuki,176000,2005,Petrol
Civic Eagle Eye  EXi,300000,Honda,48012,2005,Petrol
Civic   VTi Prosmatec 1.8 i-VTEC,3290000,Honda,175000,2013,Petrol
Mehran   VXR Euro II,1160000,Suzuki,83400,2015,Petrol
Mehran   VX Euro II,940000,Suzuki,84000,2012,Petrol
Mira   X,1120000,Daihatsu,287351,2003,Petrol
Alto   F,2350000,Suzuki,172769,2016,Petrol
Civic   VTi Prosmatec 1.6,110000,Honda,193883,2003,Petrol
Cultus   VXR,3350000,Suzuki,119,2022,Petrol
Alto   L,3450000,Suzuki,6438,2020,Petrol
City   1.5L CVT,500000,Honda,19000,2022,Petrol
City   1.3 i-VTEC,2730000,Honda,132000,2014,Petrol
Cuore   CL Eco,970000,Daihatsu,150000,2007,Petrol
Dayz,2150000,Nissan,68000,2014,Petrol
Corolla   GLi 1.3 VVTi,39250000,Toyota,45000,2017,Petrol
Corolla   Altis X CVT-i 1.8,6090000,Toyota,3387,2021,Petrol
Corolla   Altis 1.8,240000,Toyota,200000,2010,Petrol
Jimny,320000,Suzuki,56500,2019,Petrol
Alto   VXL AGS,2730000,Suzuki,15000,2021,Petrol
Alto   VXR,2450000,Suzuki,10000,2022,Petrol
Mehran   VXR,780000,Suzuki,62000,2011,Petrol
Corolla   XLi VVTi,29850000,Toyota,110000,2018,Petrol
Mehran   VXR,650000,Suzuki,54000,2007,Petrol
Mehran   VXR,460000,Suzuki,172000,2006,Petrol
Karvaan   Base Model 1.0,2250000,Changan,29500,2021,Petrol
Hijet   Cruise,1550000,Daihatsu,200000,2017,Petrol
Alto   VXR,1150000,Suzuki,78000,2012,Petrol
Civic   Oriel 1.8 i-VTEC CVT,5350000,Honda,71287,2018,Petrol
Corolla   GLi 1.3 VVTi,37750000,Toyota,47276,2018,Petrol
Cultus   Auto Gear Shift,320000,Suzuki,36000,2018,Petrol
City 5th Generation  1.3 i-VTEC,3090000,Honda,72700,2016,Petrol
Cultus   VXRi,950000,Suzuki,120000,2008,Petrol
Mehran   VXR Euro II,140000,Suzuki,35000,2018,Petrol
Corolla   Altis Cruisetronic 1.6,28450000,Toyota,220000,2012,Petrol
N Box   G Turbo L Package,3290000,Honda,33400,2019,Petrol
N One   Premium,380000,Honda,19000,2019,Petrol
Move   X,210000,Daihatsu,82000,2012,Petrol
Alto   VXR,19850000,Suzuki,32580,2019,Petrol
Mehran   VXR (CNG),680000,Suzuki,100000,2011,Petrol
Prius   S 1.8,420000,Toyota,234000,2010,Hybrid
Civic   Oriel 1.8 i-VTEC CVT,4950000,Honda,69000,2017,Petrol
Sportage   AWD,7690000,KIA,62000,2021,Petrol
Corolla   GLi 1.3 VVTi,3540000,Toyota,98000,2017,Petrol
Land Cruiser   AX G Selection,21500000,Toyota,77000,2009,Petrol
Corolla   Altis Grande CVT-i 1.8,4220000,Toyota,60812,2019,Petrol
Other,650000,Toyota,34688,1993,Petrol
Corolla   GLi 1.3 VVTi,29750000,Toyota,84000,2016,Petrol
Civic   Oriel 1.8 i-VTEC CVT,56750000,Honda,90500,2019,Petrol
Yaris   ATIV CVT 1.3,430000,Toyota,27000,2020,Petrol
Hilux   Invincible,720000,Toyota,100000,2014,Diesel
Pajero   GR 3.2D,850000,Mitsubishi,95000,2008,Diesel
City 5th Generation  1.3 i-VTEC,2790000,Honda,92000,2016,Petrol
Mehran   VXR Euro II,1050000,Suzuki,108675,2015,Petrol
Cultus   VXLi,12950000,Suzuki,80000,2011,Petrol
Mehran   VX,540000,Suzuki,87000,2003,Petrol
Cultus   VXL,350000,Suzuki,8000,2021,Petrol
Hilux   Vigo Champ G,850000,Toyota,122000,2013,Diesel
Dayz,3450000,Nissan,8000,2020,Petrol
Prado   TZ 4.0,17500000,Toyota,63000,2010,Petrol
Note,560000,Nissan,9600,2019,Hybrid
Mehran   VXR Euro II,130000,Suzuki,60000,2018,Petrol
Civic   Oriel 1.8 i-VTEC CVT,520000,Honda,115000,2018,Petrol
Alto   VXR,2250000,Suzuki,30000,2021,Petrol
Mehran   VXR,430000,Suzuki,40698,2004,Petrol
Corolla   Altis Automatic 1.6,4550000,Toyota,72000,2018,Petrol
Corolla   GLi 1.3 VVTi,19950000,Toyota,99486,2011,Petrol
Hilux   Revo V Automatic 2.8,12900000,Toyota,27000,2021,Diesel
Prius,30450000,Toyota,92000,2011,Hybrid
Corolla 9th Generation  GLi 1.3,18350000,Toyota,265000,2005,Petrol
Terios,400000,Daihatsu,63000,2013,Petrol
City   1.3 i-VTEC,450000,Honda,45000,2019,Petrol
Platz   F 1.0,150000,Toyota,100000,2000,Petrol
Esse   X,1450000,Daihatsu,158000,2006,Petrol
Corolla   GLi Automatic 1.3 VVTi,3650000,Toyota,64000,2016,Petrol
Dayz,2070000,Nissan,94000,2014,Petrol
Yaris   GLI MT 1.3,36250000,Toyota,40506,2021,Petrol
Civic Eagle Eye  EXi,1210000,Honda,115000,2005,Petrol
Spike   + Hybrid EX,360000,Honda,116000,2012,Petrol
Alto   VXR,21850000,Suzuki,75000,2020,Petrol
Civic   VTi Oriel Automatic 1.6,130000,Honda,185423,2001,Petrol
Khyber   GA,3580000,Suzuki,55000,1990,Petrol
Prado   TZ G 4.0,2200000,Toyota,115022,2011,Petrol
Classic,950000,KIA,189540,2004,CNG
Passo   X L Package S,410000,Toyota,14000,2021,Petrol
Alto   VX (CNG),1250000,Suzuki,3394,2011,CNG
Up,300000,Volkswagen,54000,2016,Petrol
N One   G,230000,Honda,107000,2018,Petrol
Cultus   EURO II,1350000,Suzuki,116000,2014,Petrol
Aqua   G,3750000,Toyota,140000,2013,Hybrid
Corolla   GLi Automatic 1.3 VVTi,42250000,Toyota,39000,2018,Petrol
Mehran   VXR Euro II,1210000,Suzuki,46000,2015,Petrol
Corolla   GLi 1.3 VVTi,230000,Toyota,300000,2009,Petrol
Prius   G Touring Selection Leather Package 1.8,2880000,Toyota,148000,2010,Hybrid
Alto   VXL AGS,2910000,Suzuki,8700,2022,Petrol
City 5th Generation  Aspire Prosmatec 1.5 i-VTEC,33950000,Honda,108000,2016,Petrol
Vitz   F 1.0,1820000,Toyota,6000,2006,Petrol
Vezel   Hybrid Z Honda Sensing,79950000,Honda,14000,2018,Petrol
Civic   Turbo 1.5 VTEC CVT,570000,Honda,69922,2016,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,49250000,Honda,49500,2016,Petrol
Corolla   GLi 1.3 VVTi,24850000,Toyota,144000,2010,Petrol
City   EXi,560000,Honda,200000,1999,CNG
Aqua   S,450000,Toyota,47000,2018,Hybrid
Every 11th Generation (JDM)  PC,2270000,Suzuki,82900,2022,Petrol
Cultus   Auto Gear Shift,36850000,Suzuki,42000,2021,Petrol
Alto   VXR,28750000,Suzuki,70,2022,Petrol
Mehran   VX Euro II,12750000,Suzuki,23000,2014,Petrol
Alto   VXR,1050000,Suzuki,225000,2010,Petrol
Corolla   GLi Automatic Limited Edition 1.6 VVTi,2680000,Toyota,89000,2014,Petrol
Wagon R   Hybrid FX,3680000,Suzuki,41300,2019,Hybrid
Civic   Oriel 1.8 i-VTEC CVT,620000,Honda,26000,2020,Petrol
Santro   Club,830000,Hyundai,1000,2005,Petrol
City   EXi,7450000,Honda,100000,1998,Petrol
Prado   TZ 4.0,46750000,Toyota,190000,2006,Petrol
Esse,1630000,Daihatsu,148000,2010,Petrol
Corolla   Altis CVT-i 1.8,4610000,Toyota,52000,2019,Petrol
Civic   Oriel 1.8 i-VTEC CVT,490000,Honda,72000,2018,Petrol
Prius   A,890000,Toyota,73000,2018,Petrol
Clipper,1260000,Nissan,220000,2013,Petrol
AD Van,18750000,Nissan,132890,2007,Petrol
Corolla   Altis Automatic 1.6,510000,Toyota,87000,2019,Petrol
Wagon R   Hybrid FX,3650000,Suzuki,17000,2018,Hybrid
Bolan   VX Euro II,1350000,Suzuki,100000,2018,Petrol
March   14G,14450000,Nissan,135000,2003,Petrol
Civic   Oriel 1.8 i-VTEC CVT,44250000,Honda,78000,2017,Petrol
Prius,270000,Toyota,315000,2007,Hybrid
Vitz   F M Package 1.0,37750000,Toyota,115000,2018,Petrol
Pleo,16250000,Subaru,109600,2015,Petrol
Civic   Oriel 1.8 i-VTEC CVT,670000,Honda,43000,2021,Petrol
City 5th Generation  1.3 i-VTEC,230000,Honda,195000,2012,Petrol
Civic Reborn  VTi Oriel Prosmatec 1.8 i-VTEC,2550000,Honda,123000,2011,Petrol
Vezel   Hybrid Z Honda Sensing,7250000,Honda,12000,2016,Petrol
Cultus   VXR (CNG),730000,Suzuki,14000,2006,Petrol
Sportage   AWD,710000,KIA,35000,2021,Petrol
Fit   1.5 Hybrid S Package,46250000,Honda,70000,2018,Hybrid
BJ40,10700000,BAIC,4800,2022,Petrol
Yaris   GLI CVT 1.3,450000,Toyota,36000,2022,Petrol
Mira   X Special,210000,Daihatsu,176000,2014,Petrol
Dayz,2450000,Nissan,66500,2016,Petrol
Hijet   Cruise,1450000,Daihatsu,84000,2013,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,4850000,Honda,115700,2015,Petrol
Wagon R   VXL,290000,Suzuki,31500,2022,Petrol
Picanto   1.0 AT,27850000,KIA,27000,2021,Petrol
Swift   GL CVT Limited Edition,4450000,Suzuki,2700,2023,Petrol
Corolla Axio   Hybrid 1.5,450000,Toyota,138000,2014,Petrol
Corolla   GLi Automatic 1.3 VVTi,33850000,Toyota,85000,2016,Petrol
Prado   TZ 3.4,440000,Toyota,200000,1999,Petrol
Aqua   S,4250000,Toyota,116000,2015,Hybrid
Juke   15RX Premium Personalize Package,300000,Nissan,98000,2010,Petrol
Dayz   S,24250000,Nissan,70000,2015,Petrol
Vezel   Hybrid Z,85450000,Honda,38100,2018,Hybrid
Swift   DLX Automatic 1.3 Navigation,26350000,Suzuki,32000,2018,Petrol
Mehran   VXR Euro II,880000,Suzuki,60000,2015,Petrol
Civic Rebirth  VTi Oriel 1.8 i-VTEC,330000,Honda,80000,2013,Petrol
Hilux   Revo V Automatic 2.8,1300000,Toyota,20000,2021,Diesel
Lancer   GL,130000,Mitsubishi,159000,2005,Petrol
Kei,120000,Suzuki,150000,2007,Petrol
Mehran   VX,3450000,Suzuki,10000,1998,Petrol
